month_year,final_country,final_sub_region,final_received_usd,final_deposits
2020-02,Papua New Guinea,Melanesia,382442.0019,253.0231522
2020-02,Paraguay,Latin America and the Caribbean,19436865.09,8238.495987
2020-02,Peru,Latin America and the Caribbean,244501327.2,93436.57071
2020-02,Philippines,South-eastern Asia,1311283243,601307.3913
2020-02,Poland,Eastern Europe,2765644709,516329.2242
2020-02,Portugal,Southern Europe,495873440.1,110431.02
2020-02,Puerto Rico,Latin America and the Caribbean,43039160.86,10672.00737
2020-02,Qatar,Western Asia,52999244.41,15122.98185
2020-02,Romania,Eastern Europe,814487610.2,180155.0818
2020-02,Russian Federation,Eastern Europe,8929433374,1925841.451
2020-02,Rwanda,Sub-Saharan Africa,12965849.07,2676.416559
2020-02,Réunion,Sub-Saharan Africa,25456312.29,15610.3588
2020-02,Saudi Arabia,Western Asia,445278010.3,104620.5009
2020-02,Senegal,Sub-Saharan Africa,7542090.32,2968.750384
2020-02,Serbia,Southern Europe,283134939.1,73738.91257
2020-02,Singapore,South-eastern Asia,1333265256,224584.0215
2020-02,Slovakia,Eastern Europe,842541791.7,255698.0617
2020-02,Slovenia,Southern Europe,748127430.4,110809.6672
2020-02,South Africa,Sub-Saharan Africa,697160573.5,189819.5743
2020-02,Spain,Southern Europe,1426320681,313049.2751
2020-02,Sri Lanka,Southern Asia,113266206.5,26460.75891
2020-02,Sudan,Northern Africa,3222416.359,5167.669886
2020-02,Suriname,Latin America and the Caribbean,8572325.177,3246.838119
2020-02,Sweden,Northern Europe,588426324.4,133347.0578
2020-02,Switzerland,Western Europe,1139353286,246144.4742
2020-02,Syrian Arab Republic,Western Asia,72843575.59,17012.31153
2020-02,Taiwan,Eastern Asia,2436500746,423251.0764
2020-02,Tajikistan,Central Asia,11123816.68,2367.166238
2020-02,"Tanzania, United Republic of",Sub-Saharan Africa,17502532.05,5507.499366
2020-02,Thailand,South-eastern Asia,2289871463,622513.7981
2020-02,Togo,Sub-Saharan Africa,6261326.355,2514.735385
2020-02,Trinidad and Tobago,Latin America and the Caribbean,45062860.89,7109.735961
2020-02,Tunisia,Northern Africa,160683937.8,36072.02489
2020-02,Turkey,Western Asia,4915242736,865967.839
2020-02,Turkmenistan,Central Asia,30836976.79,8201.079861
2020-02,Uganda,Sub-Saharan Africa,38902753.11,13722.33424
2020-02,Ukraine,Eastern Europe,4467414626,1256492.491
2020-02,United Arab Emirates,Western Asia,497127965.3,100419.8405
2020-02,United Kingdom,Northern Europe,4326075845,941987.0636
2020-02,United States,North America,286511.1055,37
2020-02,United States,Northern America,16636820857,3822518.493
2020-02,Uruguay,Latin America and the Caribbean,46953293.73,12052.42482
2020-02,Uzbekistan,Central Asia,75144308.1,20720.0227
2020-02,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,1201982294,346696.0462
2020-02,Vietnam,South-eastern Asia,6224859517,1101982.131
2020-02,"Virgin Islands, U.S.",Latin America and the Caribbean,3015823.916,288.1977858
2020-02,Yemen,Western Asia,16636730.31,5083.292565
2020-02,Zambia,Sub-Saharan Africa,1052010.61,1260.402583
2020-02,Zimbabwe,Sub-Saharan Africa,6421703.37,4980.230311
2020-03,Afghanistan,Southern Asia,56949651.22,17622.47554
2020-03,Albania,Southern Europe,47688133.08,10879.48456
2020-03,Algeria,Northern Africa,795825689.8,140256.5749
2020-03,Andorra,Southern Europe,54686426.64,7580.637007
2020-03,Angola,Sub-Saharan Africa,17733706.51,4409.132903
2020-03,Argentina,Latin America and the Caribbean,1503808696,259564.9758
2020-03,Armenia,Western Asia,112623654.8,33227.68276
2020-03,Australia,Australia and New Zealand,2723254790,424308.4606
2020-03,Austria,Western Europe,1129743631,173421.3258
2020-03,Azerbaijan,Western Asia,114928908.3,24019.33537
2020-03,Bahamas,Latin America and the Caribbean,10827961.37,11532.06771
2020-03,Bahrain,Western Asia,35773405.14,6256.481775
2020-03,Bangladesh,Southern Asia,316424574.4,88056.16829
2020-03,Barbados,Latin America and the Caribbean,2675988.372,1072.267565
2020-03,Belarus,Eastern Europe,956692207.5,209303.1884
2020-03,Belgium,Western Europe,1240758032,207793.4754
2020-03,Belize,Latin America and the Caribbean,3874184.641,991.6626925
2020-03,Benin,Sub-Saharan Africa,12841471.55,3050.084437
2020-03,"Bolivia, Plurinational State of",Latin America and the Caribbean,198882242.8,41335.97984
2020-03,Bosnia and Herzegovina,Southern Europe,101838259.1,20327.62738
2020-03,Botswana,Sub-Saharan Africa,13848039.66,1561.11942
2020-03,Brazil,Latin America and the Caribbean,5542485410,1072938.788
2020-03,Brunei Darussalam,South-eastern Asia,14308534.51,2182.247561
2020-03,Bulgaria,Eastern Europe,1157307641,193409.3286
2020-03,Cambodia,South-eastern Asia,123360205.9,21190.16134
2020-03,Cameroon,Sub-Saharan Africa,26250305.56,6763.332248
2020-03,Canada,Northern America,3222859102,633533.3328
2020-03,Chile,Latin America and the Caribbean,682966359.4,127093.1594
2020-03,China,Eastern Asia,25377544564,3166275.679
2020-03,Colombia,Latin America and the Caribbean,1190485120,242745.8842
2020-03,"Congo, the Democratic Republic of the",Sub-Saharan Africa,20063104.09,3497.165551
2020-03,Costa Rica,Latin America and the Caribbean,45802003.83,16819.02725
2020-03,Croatia,Southern Europe,437082842.3,80282.8727
2020-03,Cuba,Latin America and the Caribbean,10472292.19,6505.301293
2020-03,Cyprus,Western Asia,160794490.6,19506.80276
2020-03,Czech Republic,Eastern Europe,2453328657,374911.802
2020-03,Côte d'Ivoire,Sub-Saharan Africa,22291481.87,15741.23733
2020-03,Denmark,Northern Europe,511520995.4,119904.2726
2020-03,Dominican Republic,Latin America and the Caribbean,241946919.9,62687.47537
2020-03,Ecuador,Latin America and the Caribbean,109848009.6,29754.99201
2020-03,Egypt,Northern Africa,413390588.1,87488.40096
2020-03,El Salvador,Latin America and the Caribbean,60594143.06,13927.42894
2020-03,Estonia,Northern Europe,273674653.4,55729.42989
2020-03,Ethiopia,Sub-Saharan Africa,36671152.17,5939.367839
2020-03,Finland,Northern Europe,702812586.5,130040.6271
2020-03,France,Western Europe,4267912402,1175633.849
2020-03,French Polynesia,Polynesia,8917307.531,1145.528221
2020-03,Gabon,Sub-Saharan Africa,1233166.645,2036.952381
2020-03,Georgia,Western Asia,526944933.3,86290.39677
2020-03,Germany,Western Europe,5362233040,866525.1383
2020-03,Ghana,Sub-Saharan Africa,108130869.6,54102.32979
2020-03,Greece,Southern Europe,569850510.1,129809.7894
2020-03,Guadeloupe,Latin America and the Caribbean,5168883.466,3313.162451
2020-03,Guam,Micronesia,6398081.987,1060.495945
2020-03,Guatemala,Latin America and the Caribbean,219027226.9,34819.63851
2020-03,Guernsey,Northern Europe,26275335.87,1809.270282
2020-03,Haiti,Latin America and the Caribbean,1572822.036,395.2611931
2020-03,Honduras,Latin America and the Caribbean,27958959.17,7369.76883
2020-03,Hong Kong,Other,3279980529,294149.7299
2020-03,Hungary,Eastern Europe,390247623.3,76472.8893
2020-03,Iceland,Northern Europe,29530486.83,4285.197647
2020-03,India,Southern Asia,5792278959,1008319.248
2020-03,Indonesia,South-eastern Asia,3264873661,704273.3509
2020-03,"Iran, Islamic Republic of",Southern Asia,2119310258,404861.3924
2020-03,Iraq,Western Asia,38743752.17,8701.245027
2020-03,Ireland,Northern Europe,622446109.2,121024.7236
2020-03,Israel,Western Asia,661097553.2,91646.26614
2020-03,Italy,Southern Europe,1945665967,397250.7384
2020-03,Jamaica,Latin America and the Caribbean,58214953.82,11151.49079
2020-03,Japan,Eastern Asia,1874306937,203614.7668
2020-03,Jersey,Northern Europe,64453581.68,3842.659945
2020-03,Jordan,Western Asia,158762835.8,28117.78978
2020-03,Kazakhstan,Central Asia,632317831.5,122876.4144
2020-03,Kenya,Sub-Saharan Africa,81574586.85,27140.7281
2020-03,"Korea, Republic of",Eastern Asia,13586218590,1205658.74
2020-03,Kuwait,Western Asia,120949254.5,23864.57521
2020-03,Kyrgyzstan,Central Asia,69197335.15,17823.23627
2020-03,Lao People's Democratic Republic,South-eastern Asia,76519659.17,15640.43999
2020-03,Latvia,Northern Europe,590209259.9,114225.4204
2020-03,Lebanon,Western Asia,72175999.61,25373.13379
2020-03,Libya,Northern Africa,15919397.07,2753.97583
2020-03,Lithuania,Northern Europe,631598814.4,106122.9552
2020-03,Luxembourg,Western Europe,77330879.42,13091.96151
2020-03,Macao,Other,62445041.61,6075.943014
2020-03,"Macedonia, the former Yugoslav Republic of",Southern Europe,129614125.3,31455.2466
2020-03,Madagascar,Sub-Saharan Africa,15620742.35,3314.119341
2020-03,Malaysia,South-eastern Asia,1246369074,209570.8542
2020-03,Maldives,Southern Asia,919796.7908,229.5221731
2020-03,Mali,Sub-Saharan Africa,6415253.745,1061.436353
2020-03,Malta,Southern Europe,67132664.2,20609.86161
2020-03,Martinique,Latin America and the Caribbean,6584099.617,3527.806727
2020-03,Mauritius,Sub-Saharan Africa,100681311.9,19932.65169
2020-03,Mexico,Latin America and the Caribbean,1680813173,484989.1279
2020-03,"Moldova, Republic of",Eastern Europe,238239696.1,63475.77191
2020-03,Mongolia,Eastern Asia,150969949.7,41574.35533
2020-03,Montenegro,Southern Europe,33914791.15,21489.32311
2020-03,Morocco,Northern Africa,567227983.8,290181.2606
2020-03,Mozambique,Sub-Saharan Africa,7384248.56,1931.51529
2020-03,Myanmar,South-eastern Asia,54291552.93,7443.766558
2020-03,Namibia,Sub-Saharan Africa,15757146.88,3451.274076
2020-03,Nepal,Southern Asia,202709605.7,36114.37583
2020-03,Netherlands,Western Europe,3346932619,649223.4106
2020-03,New Caledonia,Melanesia,1624502.992,1812.82551
2020-03,New Zealand,Australia and New Zealand,420511175.8,71669.59675
2020-03,Nicaragua,Latin America and the Caribbean,35205658.43,8709.565698
2020-03,Nigeria,Sub-Saharan Africa,644900203,165343.3926
2020-03,Norway,Northern Europe,693799062.7,114389.1355
2020-03,Oman,Western Asia,53863311.12,9929.490831
2020-03,Pakistan,Southern Asia,826263158.8,224660.607
2020-03,"Palestine, State of",Western Asia,93754251.16,18058.15473
2020-03,Panama,Latin America and the Caribbean,77830498.87,18573.23595
2020-03,Paraguay,Latin America and the Caribbean,28423114.48,10811.92896
2020-03,Peru,Latin America and the Caribbean,457991785.5,127501.9403
2020-03,Philippines,South-eastern Asia,2092631971,940723.3973
2020-03,Poland,Eastern Europe,3757762581,605287.9322
2020-03,Portugal,Southern Europe,545194773.3,121765.8286
2020-03,Puerto Rico,Latin America and the Caribbean,79259781.76,23883.86624
2020-03,Qatar,Western Asia,134287441.6,23059.11172
2020-03,Romania,Eastern Europe,1107327926,236891.2762
2020-03,Russian Federation,Eastern Europe,10710885786,2165055.472
2020-03,Rwanda,Sub-Saharan Africa,23094664.33,4005.963448
2020-03,Réunion,Sub-Saharan Africa,37049617.93,5406.677526
2020-03,Saudi Arabia,Western Asia,574141112.8,113034.7798
2020-03,Senegal,Sub-Saharan Africa,15931872.5,4722.146579
2020-03,Serbia,Southern Europe,330212081.6,88109.3143
2020-03,Singapore,South-eastern Asia,1676396541,244686.9474
2020-03,Slovakia,Eastern Europe,836658343.4,121634.5417
2020-03,Slovenia,Southern Europe,660290687.2,72202.7682
2020-03,South Africa,Sub-Saharan Africa,994122457,309080.616
2020-03,Spain,Southern Europe,1911164323,370572.2083
2020-03,Sri Lanka,Southern Asia,194302566.7,32024.85423
2020-03,Suriname,Latin America and the Caribbean,16575199.27,9728.369496
2020-03,Sweden,Northern Europe,851515931.8,194163.0678
2020-03,Switzerland,Western Europe,1406465358,193282.4283
2020-03,Syrian Arab Republic,Western Asia,51463216.42,11593.88441
2020-03,Taiwan,Eastern Asia,3379996932,413661.3802
2020-03,Tajikistan,Central Asia,9438639.922,2112.133141
2020-03,"Tanzania, United Republic of",Sub-Saharan Africa,23731266,7124.039388
2020-03,Thailand,South-eastern Asia,2320166211,530484.0578
2020-03,Togo,Sub-Saharan Africa,7462793.409,2570.718362
2020-03,Trinidad and Tobago,Latin America and the Caribbean,41940533.14,7922.847609
2020-03,Tunisia,Northern Africa,180623903.2,44552.62616
2020-03,Turkey,Western Asia,6785920244,960907.4696
2020-03,Turkmenistan,Central Asia,156098149.1,34789.03026
2020-03,Uganda,Sub-Saharan Africa,38839628.3,12252.01194
2020-03,Ukraine,Eastern Europe,5933779030,1273852.447
2020-03,United Arab Emirates,Western Asia,634062400.2,104155.8778
2020-03,United Kingdom,Northern Europe,5629248332,1094401.191
2020-03,United States,North America,258885.5989,29
2020-03,United States,Northern America,22833363743,4926354.202
2020-03,Uruguay,Latin America and the Caribbean,255417436.7,42942.02946
2020-03,Uzbekistan,Central Asia,97687076.48,24054.8732
2020-03,"Venezuela, Bolivarian Republic of",Latin America,1.28066,1
2020-03,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,1144329836,637185.5459
2020-03,Vietnam,South-eastern Asia,8297587704,1272435.065
2020-03,"Virgin Islands, U.S.",Latin America and the Caribbean,7820.870482,4.923840558
2020-03,Yemen,Western Asia,11009748.04,2779.626315
2020-03,Zambia,Sub-Saharan Africa,3467174.57,1408.264786
2020-03,Zimbabwe,Sub-Saharan Africa,8537771.529,2004.716988
2020-04,Afghanistan,Southern Asia,10106364.1,3073.73977
2020-04,Albania,Southern Europe,23527940.61,8365.265313
2020-04,Algeria,Northern Africa,674166800.1,158890.0638
2020-04,Andorra,Southern Europe,38399207.63,7191.947967
2020-04,Angola,Sub-Saharan Africa,33187327.65,10645.65623
2020-04,Argentina,Latin America and the Caribbean,1244628081,277437.9073
2020-04,Armenia,Western Asia,133976159.9,30065.32873
2020-04,Australia,Australia and New Zealand,2150808839,484583.4818
2020-04,Austria,Western Europe,752308398.6,132573.3822
2020-04,Azerbaijan,Western Asia,54344189.27,21904.47344
2020-04,Bahamas,Latin America and the Caribbean,8213274.781,9105.819478
2020-04,Bahrain,Western Asia,22565618.98,4699.965726
2020-04,Bangladesh,Southern Asia,386252074.4,96667.28799
2020-04,Barbados,Latin America and the Caribbean,6891996.851,2655.635693
2020-04,Belarus,Eastern Europe,730415106.6,197693.8249
2020-04,Belgium,Western Europe,1034270997,213823.7369
2020-04,Belize,Latin America and the Caribbean,2804463.433,645.3437824
2020-04,Benin,Sub-Saharan Africa,7488838.065,4574.034477
2020-04,"Bolivia, Plurinational State of",Latin America and the Caribbean,149099333.1,40672.10111
2020-04,Bosnia and Herzegovina,Southern Europe,45827344.53,11263.47461
2020-04,Botswana,Sub-Saharan Africa,11681841.32,2848.228891
2020-04,Brazil,Latin America and the Caribbean,5148520513,926895.1872
2020-04,Brunei Darussalam,South-eastern Asia,12054258.86,5512.833329
2020-04,Bulgaria,Eastern Europe,807393478,152856.372
2020-04,Cambodia,South-eastern Asia,152127557.1,30494.09459
2020-04,Cameroon,Sub-Saharan Africa,36949216.8,13812.90979
2020-04,Canada,Northern America,2505149906,624165.3705
2020-04,Chile,Latin America and the Caribbean,845434441.7,193071.8661
2020-04,China,Eastern Asia,18234281759,2870274.022
2020-04,Colombia,Latin America and the Caribbean,1217789995,268467.9754
2020-04,"Congo, the Democratic Republic of the",Sub-Saharan Africa,17308238.41,3471.524857
2020-04,Costa Rica,Latin America and the Caribbean,68070258.31,17610.86467
2020-04,Croatia,Southern Europe,373030264,64696.44413
2020-04,Cuba,Latin America and the Caribbean,14952026.63,9916.468022
2020-04,Cyprus,Western Asia,131823236.3,19615.41349
2020-04,Czech Republic,Eastern Europe,1681533353,342282.5986
2020-04,Côte d'Ivoire,Sub-Saharan Africa,24968790.66,16654.86897
2020-04,Denmark,Northern Europe,376063835.6,107660.4035
2020-04,Dominican Republic,Latin America and the Caribbean,205601627.7,52991.45957
2020-04,Ecuador,Latin America and the Caribbean,128684605.2,48757.76897
2020-04,Egypt,Northern Africa,260879904.1,73380.19364
2020-04,El Salvador,Latin America and the Caribbean,51041382.37,12136.46695
2020-04,Estonia,Northern Europe,189045198.5,41244.04373
2020-04,Ethiopia,Sub-Saharan Africa,38785758.85,7580.934425
2020-04,Finland,Northern Europe,503454293.8,90185.87181
2020-04,France,Western Europe,3272231745,795638.3902
2020-04,French Polynesia,Polynesia,7681875.001,1896.289107
2020-04,Gabon,Sub-Saharan Africa,2117841.246,5952.097444
2020-04,Georgia,Western Asia,505618235.1,93346.06777
2020-04,Germany,Western Europe,3981637486,917374.9372
2020-04,Ghana,Sub-Saharan Africa,116804303.1,76992.15554
2020-04,Greece,Southern Europe,383413403.1,98334.29408
2020-04,Guadeloupe,Latin America and the Caribbean,27889096.53,5287.163885
2020-04,Guam,Micronesia,3309563.939,983.5021275
2020-04,Guatemala,Latin America and the Caribbean,126455117.6,26643.86298
2020-04,Guernsey,Northern Europe,7976553.509,2464.780037
2020-04,Haiti,Latin America and the Caribbean,1129576.667,452.3959722
2020-04,Honduras,Latin America and the Caribbean,6308292.682,5989.786855
2020-04,Hong Kong,Other,2465252579,271006.8045
2020-04,Hungary,Eastern Europe,483054280.9,91925.20904
2020-04,Iceland,Northern Europe,19601486.52,3427.098034
2020-04,India,Southern Asia,4901340025,1143037.656
2020-04,Indonesia,South-eastern Asia,2701734434,781506.1408
2020-04,"Iran, Islamic Republic of",Southern Asia,1483757325,332750.8386
2020-04,Iraq,Western Asia,46766870.36,11778.18497
2020-04,Ireland,Northern Europe,425253545.9,95806.55906
2020-04,Israel,Western Asia,447539971.2,127394.9496
2020-04,Italy,Southern Europe,1356287211,334611.123
2020-04,Jamaica,Latin America and the Caribbean,29848358.73,9090.522486
2020-04,Japan,Eastern Asia,1296471255,168112.5989
2020-04,Jersey,Northern Europe,228114787,40207.09773
2020-04,Jordan,Western Asia,77899326.39,17126.82676
2020-04,Kazakhstan,Central Asia,422048375.6,105780.1528
2020-04,Kenya,Sub-Saharan Africa,79891459.67,41817.81269
2020-04,"Korea, Republic of",Eastern Asia,12907524017,1058823.558
2020-04,Kuwait,Western Asia,88498355.07,20874.84505
2020-04,Kyrgyzstan,Central Asia,85583583.64,19793.90837
2020-04,Lao People's Democratic Republic,South-eastern Asia,38278489.03,11076.62254
2020-04,Latvia,Northern Europe,439649061.6,104088.5086
2020-04,Lebanon,Western Asia,37616532.13,10317.57806
2020-04,Libya,Northern Africa,13452390.78,4017.603875
2020-04,Lithuania,Northern Europe,431457650.6,76944.1402
2020-04,Luxembourg,Western Europe,55695451.01,11302.33261
2020-04,Macao,Other,29389092.38,3875.075945
2020-04,"Macedonia, the former Yugoslav Republic of",Southern Europe,198553618,44513.10576
2020-04,Madagascar,Sub-Saharan Africa,20236883.02,4380.370447
2020-04,Malaysia,South-eastern Asia,916309103.4,196532.8538
2020-04,Maldives,Southern Asia,3079931.955,920.9599851
2020-04,Mali,Sub-Saharan Africa,79098000.19,4011.17455
2020-04,Malta,Southern Europe,34491844.82,9901.73106
