month_year,final_country,final_sub_region,final_received_usd,final_deposits
2019-11,Uruguay,Latin America and the Caribbean,39429684.2,10192.26298
2019-11,Uzbekistan,Central Asia,65371133.18,19041.75588
2019-11,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,1023436267,328348.8537
2019-11,Vietnam,South-eastern Asia,4209184293,1088406.639
2019-11,Yemen,Western Asia,18188822.7,3695.892139
2019-11,Zambia,Sub-Saharan Africa,3918143.955,1222.321789
2019-11,Zimbabwe,Sub-Saharan Africa,6495283.139,4899.083834
2019-12,Afghanistan,Southern Asia,28595868.3,36664.33835
2019-12,Albania,Southern Europe,14748473.03,6089.125031
2019-12,Algeria,Northern Africa,294928564.4,74633.44419
2019-12,Andorra,Southern Europe,3656820.155,288.5958102
2019-12,Angola,Sub-Saharan Africa,7111048.881,2234.832545
2019-12,Argentina,Latin America and the Caribbean,645868100.6,194603.3982
2019-12,Armenia,Western Asia,22774995.96,13292.19196
2019-12,Australia,Australia and New Zealand,1058060269,351816.5888
2019-12,Austria,Western Europe,510471779.7,118742.4968
2019-12,Azerbaijan,Western Asia,19163209.53,9785.882297
2019-12,Bahamas,Latin America and the Caribbean,8578906.328,10417.62101
2019-12,Bahrain,Western Asia,21300141.03,4639.248112
2019-12,Bangladesh,Southern Asia,157728619,49834.52386
2019-12,Barbados,Latin America and the Caribbean,6888835.828,2192.314327
2019-12,Belarus,Eastern Europe,426973349.5,145687.6474
2019-12,Belgium,Western Europe,691096728.7,185776.5781
2019-12,Benin,Sub-Saharan Africa,16677419.72,5061.824607
2019-12,"Bolivia, Plurinational State of",Latin America and the Caribbean,162317308.9,38547.9385
2019-12,Bosnia and Herzegovina,Southern Europe,57099933.13,23436.09571
2019-12,Botswana,Sub-Saharan Africa,5395134.749,1528.834284
2019-12,Brazil,Latin America and the Caribbean,3579550060,922857.8835
2019-12,Brunei Darussalam,South-eastern Asia,39453764.04,8042.533079
2019-12,Bulgaria,Eastern Europe,733281970.2,159946.8673
2019-12,Cabo Verde,Sub-Saharan Africa,1329638.186,396.370963
2019-12,Cambodia,South-eastern Asia,83892026.51,17764.7872
2019-12,Cameroon,Sub-Saharan Africa,12908350.18,6061.735938
2019-12,Canada,Northern America,1765752065,431106.4459
2019-12,Chad,Sub-Saharan Africa,0.731787328,0.017909174
2019-12,Chile,Latin America and the Caribbean,688083018.6,179577.9475
2019-12,China,Eastern Asia,14000294487,2851709.562
2019-12,Colombia,Latin America and the Caribbean,578345251.3,192279.3107
2019-12,"Congo, the Democratic Republic of the",Sub-Saharan Africa,143183893.4,35825.2497
2019-12,Costa Rica,Latin America and the Caribbean,46938843.03,15524.31622
2019-12,Croatia,Southern Europe,300452262.3,52442.68859
2019-12,Cuba,Latin America and the Caribbean,6742213.831,3985.406239
2019-12,Cyprus,Western Asia,73207564.93,15451.00696
2019-12,Czech Republic,Eastern Europe,864174361.5,193383.2179
2019-12,Côte d'Ivoire,Sub-Saharan Africa,17249931.65,10240.13709
2019-12,Denmark,Northern Europe,200809505.1,51552.12599
2019-12,Dominican Republic,Latin America and the Caribbean,66385071.24,40251.82536
2019-12,Ecuador,Latin America and the Caribbean,138583880.4,33833.06479
2019-12,Egypt,Northern Africa,497027521.8,122865.7402
2019-12,El Salvador,Latin America and the Caribbean,14225022.88,8273.759045
2019-12,Estonia,Northern Europe,100856732.9,27111.11903
2019-12,Ethiopia,Sub-Saharan Africa,89920201.98,17341.16204
2019-12,Fiji,Melanesia,255167.3155,80.12221116
2019-12,Finland,Northern Europe,422811879.5,2122069.14
2019-12,France,Western Europe,2220698527,537259.7352
2019-12,French Polynesia,Polynesia,79246.86537,49.67826026
2019-12,Gabon,Sub-Saharan Africa,2153108.789,742.4688832
2019-12,Georgia,Western Asia,237553144.4,95716.01494
2019-12,Germany,Western Europe,2256339266,555051.2122
2019-12,Ghana,Sub-Saharan Africa,95186869.97,72807.83031
2019-12,Greece,Southern Europe,346489721.4,92467.6209
2019-12,Guadeloupe,Latin America and the Caribbean,3954920.44,1168.601448
2019-12,Guam,Micronesia,7309615.994,1663.297635
2019-12,Guatemala,Latin America and the Caribbean,52388502.19,14347.00953
2019-12,Haiti,Latin America and the Caribbean,2324320.996,1063.619437
2019-12,Honduras,Latin America and the Caribbean,2974145.4,1693.082326
2019-12,Hong Kong,Other,2112994303,372585.3572
2019-12,Hungary,Eastern Europe,202098787.4,55441.72694
2019-12,Iceland,Northern Europe,9522946.269,2395.453411
2019-12,India,Southern Asia,1787700661,489512.7526
2019-12,Indonesia,South-eastern Asia,1695388239,655075.612
2019-12,"Iran, Islamic Republic of",Southern Asia,880862883.7,219346.5252
2019-12,Iraq,Western Asia,15788660.89,5110.503094
2019-12,Ireland,Northern Europe,264849222.2,92352.84468
2019-12,Israel,Western Asia,302471146.1,74617.70418
2019-12,Italy,Southern Europe,1100922337,305894.5926
2019-12,Jamaica,Latin America and the Caribbean,71822260.24,15255.39944
2019-12,Japan,Eastern Asia,876247540.9,161902.7678
2019-12,Jersey,Northern Europe,12246308.61,1817.537114
2019-12,Jordan,Western Asia,115470320.9,22882.66878
2019-12,Kazakhstan,Central Asia,308609807,91881.97408
2019-12,Kenya,Sub-Saharan Africa,61407113.4,31278.66627
2019-12,"Korea, Republic of",Eastern Asia,5445179155,797964.2314
2019-12,Kuwait,Western Asia,81948542.29,21516.1152
2019-12,Kyrgyzstan,Central Asia,85257195.34,28669.66267
2019-12,Lao People's Democratic Republic,South-eastern Asia,92093150.86,19455.25332
2019-12,Latvia,Northern Europe,355876231.6,102037.5384
2019-12,Lebanon,Western Asia,109468466.9,34737.94274
2019-12,Libya,Northern Africa,10960879.73,2586.645257
2019-12,Lithuania,Northern Europe,246450454.4,55183.34417
2019-12,Luxembourg,Western Europe,36207916.65,13000.49474
2019-12,Macao,Other,8366280.478,1715.459718
2019-12,"Macedonia, the former Yugoslav Republic of",Southern Europe,153262449.3,23251.85652
2019-12,Madagascar,Sub-Saharan Africa,4501770.94,2106.494202
2019-12,Malawi,Sub-Saharan Africa,723518.9524,196.5990949
2019-12,Malaysia,South-eastern Asia,1683732718,352389.7605
2019-12,Maldives,Southern Asia,2792013.792,631.4922921
2019-12,Mali,Sub-Saharan Africa,5073599.15,1291.734988
2019-12,Malta,Southern Europe,32799768.74,6795.255159
2019-12,Martinique,Latin America and the Caribbean,4825821.134,1838.37986
2019-12,Mauritius,Sub-Saharan Africa,53236448.93,13390.78727
2019-12,Mexico,Latin America and the Caribbean,654323328.1,237275.6086
2019-12,"Moldova, Republic of",Eastern Europe,121646510.8,48849.48495
2019-12,Mongolia,Eastern Asia,125592318.8,32784.66905
2019-12,Montenegro,Southern Europe,15793017.29,11621.21003
2019-12,Morocco,Northern Africa,172584248.3,55187.38755
2019-12,Mozambique,Sub-Saharan Africa,1962804.568,1054.664211
2019-12,Myanmar,South-eastern Asia,72195427.16,13428.71356
2019-12,Namibia,Sub-Saharan Africa,13070939.19,4747.563943
2019-12,Nepal,Southern Asia,17379365.95,11616.90652
2019-12,Netherlands,Western Europe,1653751080,381604.1454
2019-12,New Caledonia,Melanesia,2700421.279,23500.96759
2019-12,New Zealand,Australia and New Zealand,172812775.8,47258.84475
2019-12,Nicaragua,Latin America and the Caribbean,13876773.26,5171.428935
2019-12,Nigeria,Sub-Saharan Africa,252737089.9,123324.5997
2019-12,Norway,Northern Europe,180216961.6,63591.18097
2019-12,Oman,Western Asia,46194942.52,10946.35409
2019-12,Pakistan,Southern Asia,285167005.7,95663.41187
2019-12,"Palestine, State of",Western Asia,176645265,39133.76148
2019-12,Panama,Latin America and the Caribbean,33736727.3,14278.09533
2019-12,Papua New Guinea,Melanesia,71434.21741,28.81910077
2019-12,Paraguay,Latin America and the Caribbean,12002415.11,5032.158803
2019-12,Peru,Latin America and the Caribbean,88711677.32,50470.84826
2019-12,Philippines,South-eastern Asia,1098871945,752810.7176
2019-12,Poland,Eastern Europe,1044891371,260142.0167
2019-12,Portugal,Southern Europe,404278579.7,93007.75968
2019-12,Puerto Rico,Latin America and the Caribbean,88463703.84,25381.64998
2019-12,Qatar,Western Asia,61427213.12,17418.98747
2019-12,Romania,Eastern Europe,515598318.8,689131.8461
2019-12,Russian Federation,Eastern Europe,5854189919,1932093.59
2019-12,Rwanda,Sub-Saharan Africa,1746352.205,1327.308484
2019-12,Réunion,Sub-Saharan Africa,17794746.59,3563.235313
2019-12,Saudi Arabia,Western Asia,207311841.6,59979.80237
2019-12,Senegal,Sub-Saharan Africa,4319605.263,2896.051513
2019-12,Serbia,Southern Europe,294090264.1,80305.86307
2019-12,Singapore,South-eastern Asia,938998634.6,217192.6724
2019-12,Slovakia,Eastern Europe,394223225.5,118248.7881
2019-12,Slovenia,Southern Europe,468395949.4,85396.50673
2019-12,South Africa,Sub-Saharan Africa,726033986.3,195885.8779
2019-12,Spain,Southern Europe,1182264121,289682.2977
2019-12,Sri Lanka,Southern Asia,72857263.7,23933.28004
2019-12,Sudan,Northern Africa,11949543.03,11683.03261
2019-12,Sweden,Northern Europe,384695904.7,89803.05931
2019-12,Switzerland,Western Europe,1196182240,252657.9139
2019-12,Syrian Arab Republic,Western Asia,35789760.81,11287.12256
2019-12,Taiwan,Eastern Asia,1154941078,284051.5991
2019-12,Tajikistan,Central Asia,1151992.404,509.8026075
2019-12,"Tanzania, United Republic of",Sub-Saharan Africa,9004420.225,4476.604018
2019-12,Thailand,South-eastern Asia,870126154.9,418927.4099
2019-12,Togo,Sub-Saharan Africa,3214459.08,1647.606497
2019-12,Trinidad and Tobago,Latin America and the Caribbean,33214443.98,5441.4965
2019-12,Tunisia,Northern Africa,171197126.3,42081.53126
2019-12,Turkey,Western Asia,2896551128,621493.0033
2019-12,Turkmenistan,Central Asia,27362099.3,6837.850988
2019-12,Uganda,Sub-Saharan Africa,38079829.05,12252.1915
2019-12,Ukraine,Eastern Europe,2823481679,954326.8568
2019-12,United Arab Emirates,Western Asia,323426870.7,76314.56449
2019-12,United Kingdom,Northern Europe,2560140949,1237947.022
2019-12,United States,North America,253748.1527,39
2019-12,United States,Northern America,9822343238,3258964.221
2019-12,Uruguay,Latin America and the Caribbean,43903525.4,9646.109893
2019-12,Uzbekistan,Central Asia,50286709.26,17580.82899
2019-12,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,782904151.8,315898.2172
2019-12,Vietnam,South-eastern Asia,3272578005,787448.1593
2019-12,Yemen,Western Asia,31164075.6,16273.8262
2019-12,Zambia,Sub-Saharan Africa,3220502.869,1288.757675
2019-12,Zimbabwe,Sub-Saharan Africa,4387074.966,7638.76939
2020-01,Afghanistan,Southern Asia,82096714.83,41846.26857
2020-01,Albania,Southern Europe,44953115.29,11806.46514
2020-01,Algeria,Northern Africa,444983094.5,103736.5212
2020-01,Andorra,Southern Europe,15109031.12,1509.562261
2020-01,Angola,Sub-Saharan Africa,11155829.85,4398.746033
2020-01,Argentina,Latin America and the Caribbean,1099810099,310741.195
2020-01,Armenia,Western Asia,37958974.68,23104.1269
2020-01,Australia,Australia and New Zealand,1716897499,384576.8598
2020-01,Austria,Western Europe,596819156.8,129419.0582
2020-01,Azerbaijan,Western Asia,104467650.3,22430.80112
2020-01,Bahamas,Latin America and the Caribbean,16117002.76,10582.93622
2020-01,Bahrain,Western Asia,35449622.58,9460.978455
2020-01,Bangladesh,Southern Asia,195040051,56391.98226
2020-01,Barbados,Latin America and the Caribbean,7555308.375,2628.220453
2020-01,Belarus,Eastern Europe,665052998.3,204122.9026
2020-01,Belgium,Western Europe,745157979.9,182928.5239
2020-01,Benin,Sub-Saharan Africa,12373832.97,4545.55546
2020-01,"Bolivia, Plurinational State of",Latin America and the Caribbean,147528843.5,37370.57749
2020-01,Bosnia and Herzegovina,Southern Europe,56563379.54,18604.10201
2020-01,Botswana,Sub-Saharan Africa,25032235.23,4947.403047
2020-01,Brazil,Latin America and the Caribbean,2948158753,866827.7396
2020-01,Brunei Darussalam,South-eastern Asia,7591577.21,5553.935343
2020-01,Bulgaria,Eastern Europe,780795872.5,212692.7535
2020-01,Cabo Verde,Sub-Saharan Africa,1359902.588,436.3773017
2020-01,Cambodia,South-eastern Asia,82992982.88,23782.64653
2020-01,Cameroon,Sub-Saharan Africa,13019056.57,6825.095856
2020-01,Canada,Northern America,1859064848,500027.3596
2020-01,Chad,Sub-Saharan Africa,35509.56916,82.34009717
2020-01,Chile,Latin America and the Caribbean,775742167.1,176071.6017
2020-01,China,Eastern Asia,17015092010,2729718.175
2020-01,Colombia,Latin America and the Caribbean,425954924.3,196704.6117
2020-01,"Congo, the Democratic Republic of the",Sub-Saharan Africa,139875060.6,16533.62453
2020-01,Costa Rica,Latin America and the Caribbean,32756911.14,16140.53323
2020-01,Croatia,Southern Europe,363720210.7,72275.22589
2020-01,Cuba,Latin America and the Caribbean,8257208.021,4855.593852
2020-01,Cyprus,Western Asia,154402742.8,22969.52498
2020-01,Czech Republic,Eastern Europe,1349213731,337616.4057
2020-01,Côte d'Ivoire,Sub-Saharan Africa,22511723.34,20352.23565
2020-01,Denmark,Northern Europe,225794799.3,70492.63665
2020-01,Dominican Republic,Latin America and the Caribbean,73401837.59,26732.68873
2020-01,Ecuador,Latin America and the Caribbean,129059941.8,36609.1688
2020-01,Egypt,Northern Africa,515963366.2,149455.5625
2020-01,El Salvador,Latin America and the Caribbean,35575974.57,12628.78565
2020-01,Estonia,Northern Europe,240138689.5,46089.16539
2020-01,Ethiopia,Sub-Saharan Africa,71489206.78,15063.98971
2020-01,Fiji,Melanesia,795053.3951,408.4754047
2020-01,Finland,Northern Europe,350123573.5,85386.85256
2020-01,France,Western Europe,2344347626,573179.1115
2020-01,French Polynesia,Polynesia,350137.4418,227.1035872
2020-01,Gabon,Sub-Saharan Africa,2010259.778,772.5701296
2020-01,Georgia,Western Asia,224993919.4,108622.7302
2020-01,Germany,Western Europe,2660676975,721271.3885
2020-01,Ghana,Sub-Saharan Africa,103374810.2,72755.94447
2020-01,Greece,Southern Europe,337486501.7,93451.72336
2020-01,Guadeloupe,Latin America and the Caribbean,23771560.89,5547.087354
2020-01,Guam,Micronesia,6158735.745,2200.683923
2020-01,Guatemala,Latin America and the Caribbean,38281012.21,10564.38095
2020-01,Haiti,Latin America and the Caribbean,2946512.503,885.545593
2020-01,Honduras,Latin America and the Caribbean,9513033.875,3760.827803
2020-01,Hong Kong,Other,2007689575,259197.2526
2020-01,Hungary,Eastern Europe,271141726.8,56362.98834
2020-01,Iceland,Northern Europe,25621852.68,5617.157105
2020-01,India,Southern Asia,2062463487,693421.3496
2020-01,Indonesia,South-eastern Asia,2536607129,709273.5083
2020-01,"Iran, Islamic Republic of",Southern Asia,914200827.7,244275.022
2020-01,Iraq,Western Asia,18407043.41,5606.224341
2020-01,Ireland,Northern Europe,310235443.8,135775.7948
2020-01,Israel,Western Asia,410693497.5,83568.0682
2020-01,Italy,Southern Europe,1334815112,361983.4453
2020-01,Jamaica,Latin America and the Caribbean,16600044.61,9439.163087
2020-01,Japan,Eastern Asia,996777440.6,168379.6748
2020-01,Jersey,Northern Europe,27191968.17,4155.75148
2020-01,Jordan,Western Asia,107349174.8,24583.18016
2020-01,Kazakhstan,Central Asia,386631588.7,111108.1779
2020-01,Kenya,Sub-Saharan Africa,56397753.85,29333.08899
2020-01,"Korea, Republic of",Eastern Asia,12961619282,931655.0633
2020-01,Kuwait,Western Asia,148890407.6,32925.10628
2020-01,Kyrgyzstan,Central Asia,64413471.36,27119.38471
2020-01,Lao People's Democratic Republic,South-eastern Asia,15640928.37,4043.391767
2020-01,Latvia,Northern Europe,327497709.9,112690.3964
2020-01,Lebanon,Western Asia,93730401.99,32521.10339
2020-01,Libya,Northern Africa,4771417.156,1769.802929
2020-01,Lithuania,Northern Europe,341197969.3,80998.95443
2020-01,Luxembourg,Western Europe,60721628.83,15809.02073
2020-01,Macao,Other,14127912.75,2649.497282
2020-01,"Macedonia, the former Yugoslav Republic of",Southern Europe,92721346.56,23836.55038
2020-01,Madagascar,Sub-Saharan Africa,12219114.77,3863.333968
2020-01,Malawi,Sub-Saharan Africa,1405647.131,371.9586661
2020-01,Malaysia,South-eastern Asia,789275141.1,197349.8513
2020-01,Maldives,Southern Asia,1814456.205,1042.407578
2020-01,Mali,Sub-Saharan Africa,1283200.064,484.0151949
2020-01,Malta,Southern Europe,35857759.81,8576.570678
2020-01,Martinique,Latin America and the Caribbean,1844620.371,2343.455048
2020-01,Mauritius,Sub-Saharan Africa,93665027.2,22809.19808
2020-01,Mexico,Latin America and the Caribbean,731548191.7,279979.7478
2020-01,"Moldova, Republic of",Eastern Europe,178627687.6,68214.81149
2020-01,Mongolia,Eastern Asia,150324309.7,46285.40508
2020-01,Montenegro,Southern Europe,24235640.9,30162.47082
2020-01,Morocco,Northern Africa,220202035.4,66032.39717
2020-01,Mozambique,Sub-Saharan Africa,5025943.781,2064.65998
2020-01,Myanmar,South-eastern Asia,29370874.66,7434.530722
2020-01,Namibia,Sub-Saharan Africa,17301973.08,6620.115766
2020-01,Nepal,Southern Asia,33938230.57,14081.66782
2020-01,Netherlands,Western Europe,1714313052,427064.339
2020-01,New Caledonia,Melanesia,2504250.201,54404.55072
2020-01,New Zealand,Australia and New Zealand,118003393.1,45895.4707
2020-01,Nicaragua,Latin America and the Caribbean,15686159.53,6097.557399
2020-01,Nigeria,Sub-Saharan Africa,355672464,156337.03
2020-01,Norway,Northern Europe,291615857,70669.23022
2020-01,Oman,Western Asia,68916212.96,15831.98651
2020-01,Pakistan,Southern Asia,322134159.2,121217.0283
2020-01,"Palestine, State of",Western Asia,250322537.4,52795.56475
2020-01,Panama,Latin America and the Caribbean,42610095.58,19779.03778
2020-01,Papua New Guinea,Melanesia,725820.016,519.4879212
2020-01,Paraguay,Latin America and the Caribbean,33540523.59,11367.87453
2020-01,Peru,Latin America and the Caribbean,142360800.3,74838.96905
2020-01,Philippines,South-eastern Asia,909078033.7,575408.0294
2020-01,Poland,Eastern Europe,1377031595,327103.8473
2020-01,Portugal,Southern Europe,449444136.1,122478.5677
2020-01,Puerto Rico,Latin America and the Caribbean,49352895.53,15811.06816
2020-01,Qatar,Western Asia,33615639.2,12938.52993
2020-01,Romania,Eastern Europe,548669931,131013.9452
2020-01,Russian Federation,Eastern Europe,6884766390,1772410.84
2020-01,Rwanda,Sub-Saharan Africa,3604109.672,2314.307627
2020-01,Réunion,Sub-Saharan Africa,18312507.66,4581.10612
2020-01,Saudi Arabia,Western Asia,235631131.8,72084.10243
2020-01,Senegal,Sub-Saharan Africa,4590741.828,2696.255031
2020-01,Serbia,Southern Europe,267349840.8,81752.94938
2020-01,Singapore,South-eastern Asia,1108133284,232063.698
2020-01,Slovakia,Eastern Europe,720866087.1,250064.3323
2020-01,Slovenia,Southern Europe,522570146.1,90533.27056
2020-01,South Africa,Sub-Saharan Africa,636234455.9,174168.405
2020-01,Spain,Southern Europe,992027076.6,344691.6719
2020-01,Sri Lanka,Southern Asia,92470385.57,27163.59131
2020-01,Sudan,Northern Africa,7842964.268,4978.832506
2020-01,Sweden,Northern Europe,367677538.6,91452.75398
2020-01,Switzerland,Western Europe,983831760.5,183581.6655
2020-01,Syrian Arab Republic,Western Asia,45887269.39,13103.75873
2020-01,Taiwan,Eastern Asia,1420620962,347584.9418
2020-01,Tajikistan,Central Asia,2997783.889,1286.37813
2020-01,"Tanzania, United Republic of",Sub-Saharan Africa,19629119.92,5621.250388
2020-01,Thailand,South-eastern Asia,1630730576,743462.1799
2020-01,Togo,Sub-Saharan Africa,7035816.451,10185.93055
2020-01,Trinidad and Tobago,Latin America and the Caribbean,35323584.78,6369.199244
2020-01,Tunisia,Northern Africa,118536284.5,32131.01517
2020-01,Turkey,Western Asia,3374493429,713164.1978
2020-01,Turkmenistan,Central Asia,24860530.85,7490.397862
2020-01,Uganda,Sub-Saharan Africa,28920493.75,14236.39665
2020-01,Ukraine,Eastern Europe,3417012030,1200589.767
2020-01,United Arab Emirates,Western Asia,365811142.7,104979.2911
2020-01,United Kingdom,Northern Europe,2953108153,774114.3061
2020-01,United States,North America,239528.7543,34
2020-01,United States,Northern America,11638511594,3163210.895
2020-01,Uruguay,Latin America and the Caribbean,34676303.64,17897.86598
2020-01,Uzbekistan,Central Asia,56097834.73,20599.20679
2020-01,"Venezuela, Bolivarian Republic of",Latin America and the Caribbean,1003026133,366493.0804
2020-01,Vietnam,South-eastern Asia,3924804301,853159.2264
2020-01,Yemen,Western Asia,31340774.18,7560.973544
2020-01,Zambia,Sub-Saharan Africa,2147699.485,1437.11276
2020-01,Zimbabwe,Sub-Saharan Africa,4066649.129,4440.028564
2020-02,Afghanistan,Southern Asia,4326281.937,5227.27108
2020-02,Albania,Southern Europe,44248893.03,10083.71801
2020-02,Algeria,Northern Africa,622504767.3,123163.238
2020-02,Andorra,Southern Europe,78431640.54,11964.78396
2020-02,Angola,Sub-Saharan Africa,15455307.79,4257.00614
2020-02,Argentina,Latin America and the Caribbean,1205953745,286560.8692
2020-02,Armenia,Western Asia,106216914.7,33993.04654
2020-02,Australia,Australia and New Zealand,2193550548,499964.7584
2020-02,Austria,Western Europe,853600248.6,156013.1262
2020-02,Azerbaijan,Western Asia,78795210.8,20495.41349
2020-02,Bahamas,Latin America and the Caribbean,38582967.62,7694.929947
2020-02,Bahrain,Western Asia,41921679.39,6835.043086
2020-02,Bangladesh,Southern Asia,345796615.7,71920.58848
2020-02,Barbados,Latin America and the Caribbean,2137073.627,777.1009163
2020-02,Belarus,Eastern Europe,754936401.4,204678.3519
2020-02,Belgium,Western Europe,1005758714,314887.2697
2020-02,Belize,Latin America and the Caribbean,1837984.111,294.5270293
2020-02,Benin,Sub-Saharan Africa,7299523.01,3755.614024
2020-02,"Bolivia, Plurinational State of",Latin America and the Caribbean,185169757.5,38468.21055
2020-02,Bosnia and Herzegovina,Southern Europe,102153432,23707.54638
2020-02,Botswana,Sub-Saharan Africa,46689558.93,6725.07184
2020-02,Brazil,Latin America and the Caribbean,3959130369,895655.7221
2020-02,Brunei Darussalam,South-eastern Asia,5318739.949,1561.921086
2020-02,Bulgaria,Eastern Europe,948367733.8,197818.4968
2020-02,Cabo Verde,Sub-Saharan Africa,922723.9097,208.2664169
2020-02,Cambodia,South-eastern Asia,55083083.17,13452.2514
2020-02,Cameroon,Sub-Saharan Africa,17022867.86,6836.824323
2020-02,Canada,Northern America,2618561514,752803.7817
2020-02,Chad,Sub-Saharan Africa,0.112027063,0.000153683
2020-02,Chile,Latin America and the Caribbean,1177457032,178188.6587
2020-02,China,Eastern Asia,23526742473,3074524.959
2020-02,Colombia,Latin America and the Caribbean,956027424.9,248375.167
2020-02,"Congo, the Democratic Republic of the",Sub-Saharan Africa,9693972.785,2449.546545
2020-02,Costa Rica,Latin America and the Caribbean,31722053.31,11731.70259
2020-02,Croatia,Southern Europe,452826162.2,78841.71658
2020-02,Cuba,Latin America and the Caribbean,16290741.77,7956.947134
2020-02,Cyprus,Western Asia,203895806.3,31401.33896
2020-02,Czech Republic,Eastern Europe,1797007839,319259.5289
2020-02,Côte d'Ivoire,Sub-Saharan Africa,26126026.23,13892.68732
2020-02,Denmark,Northern Europe,421047849.6,105414.2924
2020-02,Dominican Republic,Latin America and the Caribbean,127015312,33370.97372
2020-02,Ecuador,Latin America and the Caribbean,116674729,38656.43101
2020-02,Egypt,Northern Africa,473003898.1,109482.6348
2020-02,El Salvador,Latin America and the Caribbean,20833016.06,7527.071588
2020-02,Estonia,Northern Europe,143879611.3,27865.02624
2020-02,Ethiopia,Sub-Saharan Africa,65312612.57,12034.02729
2020-02,Fiji,Melanesia,789333.3213,153.1619849
2020-02,Finland,Northern Europe,707481202.3,142114.0185
2020-02,France,Western Europe,3428197015,696580.4579
2020-02,French Polynesia,Polynesia,67712.98893,26.97066342
2020-02,Gabon,Sub-Saharan Africa,447485.1046,539.0880377
2020-02,Georgia,Western Asia,313843813.7,84708.04117
2020-02,Germany,Western Europe,3587507470,797971.1175
2020-02,Ghana,Sub-Saharan Africa,189597011.1,64685.8127
2020-02,Greece,Southern Europe,376130005.1,100621.7265
2020-02,Guadeloupe,Latin America and the Caribbean,7172198.028,3858.611051
2020-02,Guam,Micronesia,8087127.354,2808.670375
2020-02,Guatemala,Latin America and the Caribbean,63590400.1,12572.00875
2020-02,Guernsey,Northern Europe,451153.4832,131.6140988
2020-02,Haiti,Latin America and the Caribbean,1772410.4,391.1175613
2020-02,Honduras,Latin America and the Caribbean,6622485.509,1930.859782
2020-02,Hong Kong,Other,2156194318,248881.8755
2020-02,Hungary,Eastern Europe,365222325.3,65998.44504
2020-02,Iceland,Northern Europe,56587869.31,8510.074934
2020-02,India,Southern Asia,3201184488,719644.8325
2020-02,Indonesia,South-eastern Asia,3035176299,649683.8464
2020-02,"Iran, Islamic Republic of",Southern Asia,1552734780,323220.617
2020-02,Iraq,Western Asia,37095894.18,6569.528901
2020-02,Ireland,Northern Europe,416442230.6,112518.4101
2020-02,Israel,Western Asia,412448848.5,87302.4963
2020-02,Italy,Southern Europe,1860294118,391968.4125
2020-02,Jamaica,Latin America and the Caribbean,48590213.42,10614.28757
2020-02,Japan,Eastern Asia,1339413100,174344.0835
2020-02,Jersey,Northern Europe,48991735.34,3485.477191
2020-02,Jordan,Western Asia,124926617.3,25476.9838
2020-02,Kazakhstan,Central Asia,462005714.3,114269.9626
2020-02,Kenya,Sub-Saharan Africa,76605670.03,29305.04774
2020-02,"Korea, Republic of",Eastern Asia,15176553397,1433002.388
2020-02,Kuwait,Western Asia,152433505.4,29067.92333
2020-02,Kyrgyzstan,Central Asia,88815032.21,21687.92314
2020-02,Lao People's Democratic Republic,South-eastern Asia,28696317.07,7374.930449
2020-02,Latvia,Northern Europe,497899217.5,117896.538
2020-02,Lebanon,Western Asia,141167169,44125.77862
2020-02,Libya,Northern Africa,21308092.47,4053.600413
2020-02,Lithuania,Northern Europe,544261986.9,95389.50623
2020-02,Luxembourg,Western Europe,97674532.4,16149.78313
2020-02,Macao,Other,84087912.75,9563.704127
2020-02,"Macedonia, the former Yugoslav Republic of",Southern Europe,114291158.8,23050.09854
2020-02,Madagascar,Sub-Saharan Africa,21322248.14,5773.388505
2020-02,Malawi,Sub-Saharan Africa,9598.922652,6.21844014
2020-02,Malaysia,South-eastern Asia,752021753.2,161283.4671
2020-02,Maldives,Southern Asia,1601100.301,387.2316972
2020-02,Mali,Sub-Saharan Africa,7481681.552,1501.189285
2020-02,Malta,Southern Europe,59042934.22,18664.26372
2020-02,Martinique,Latin America and the Caribbean,782036.3748,1200.537791
2020-02,Mauritius,Sub-Saharan Africa,132647580,19033.69902
2020-02,Mexico,Latin America and the Caribbean,1275782686,342698.8452
2020-02,"Moldova, Republic of",Eastern Europe,248061016.9,74272.7146
2020-02,Mongolia,Eastern Asia,155902215.8,42735.55702
2020-02,Montenegro,Southern Europe,16208052.8,28743.79505
2020-02,Morocco,Northern Africa,361795053.9,83759.61666
2020-02,Mozambique,Sub-Saharan Africa,7526069.724,2462.192565
2020-02,Myanmar,South-eastern Asia,30040839.69,6014.175969
2020-02,Namibia,Sub-Saharan Africa,7877876.337,2231.781816
2020-02,Nepal,Southern Asia,96253866.21,21098.48258
2020-02,Netherlands,Western Europe,2710485103,702720.8414
2020-02,New Caledonia,Melanesia,1211609.134,1370.296599
2020-02,New Zealand,Australia and New Zealand,255129922,126272.4831
2020-02,Nicaragua,Latin America and the Caribbean,21210966.95,6695.910969
2020-02,Nigeria,Sub-Saharan Africa,481467894.3,206222.8245
2020-02,Norway,Northern Europe,491051766.2,97584.89556
2020-02,Oman,Western Asia,100033501,17802.76181
2020-02,Pakistan,Southern Asia,601876856.7,184664.094
2020-02,"Palestine, State of",Western Asia,365167358,69250.17002
2020-02,Panama,Latin America and the Caribbean,52469090.82,22155.4524
